episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/policy_0,policy_reward_max/policy_0,policy_reward_mean/policy_0,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/policy_0/cur_kl_coeff,info/learner/policy_0/cur_lr,info/learner/policy_0/total_loss,info/learner/policy_0/policy_loss,info/learner/policy_0/vf_loss,info/learner/policy_0/vf_explained_var,info/learner/policy_0/kl,info/learner/policy_0/entropy,info/learner/policy_0/entropy_coeff
-5.200000000000002,-48.00000000000014,-24.36599999999997,49.75,78,4000,False,44000,809,11,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-48-27,1581500907,27.59220242500305,425.82383394241333,47551,nvidia-gtc,10.142.0.61,425.82383394241333,44000,11,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-8.48989547038327,4.620846288697953,4.758946686654186,1.019764019899358,114432,44000,6184.499,15.154,22680.115,33.812,0.10000000149011612,9.999999747378752e-05,0.027362902,0.02646952,8.018537,-0.016238144,0.0088536255,1.2869984,0.0
-4.800000000000002,-48.00000000000014,-23.687999999999985,47.67,85,4000,False,48000,894,12,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-48-56,1581500936,28.592793226242065,454.4166271686554,47551,nvidia-gtc,10.142.0.61,454.4166271686554,48000,12,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-8.16827586206896,4.5927573000323445,4.7742382310722125,1.0145834010713741,124544,48000,6212.673,14.667,22523.383,33.801,0.10000000149011612,9.999999747378752e-05,-0.035809662,-0.03644078,8.103801,-0.016973482,0.0062301843,1.2331067,0.0
-4.800000000000002,-48.00000000000014,-26.170000000000005,47.7,84,4000,False,52000,978,13,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-49-27,1581500967,31.595770359039307,486.0123975276947,47551,nvidia-gtc,10.142.0.61,486.0123975276947,52000,13,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-8.255520504731855,4.6097094396327645,4.815389935601718,1.0114947635856952,135808,52000,6292.574,13.78,22797.648,33.892,0.10000000149011612,9.999999747378752e-05,-0.048214234,-0.048975065,7.8072095,0.0012861599,0.007530217,1.224492,0.0
-5.200000000000002,-48.00000000000014,-23.913999999999977,49.11,80,4000,False,56000,1058,14,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-49-55,1581500995,27.494279384613037,513.5066769123077,47551,nvidia-gtc,10.142.0.61,513.5066769123077,56000,14,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-7.567721518987335,4.62113026675308,4.803647434020874,1.009522366920973,145280,56000,6265.749,13.658,22524.368,33.344,0.10000000149011612,9.999999747378752e-05,-0.0007558977,-0.0018747755,8.100539,0.021111112,0.011107763,1.2323116,0.0
-5.000000000000002,-48.00000000000014,-20.901999999999997,41.25,100,4000,False,60000,1158,15,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-50-25,1581501025,30.187978267669678,543.6946551799774,47551,nvidia-gtc,10.142.0.61,543.6946551799774,60000,15,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.875657894736839,4.633464189570501,4.870651977171679,1.0080471328649474,155648,60000,6348.842,13.922,22617.794,33.608,0.10000000149011612,9.999999747378752e-05,0.020523895,0.018949976,8.193896,0.012980726,0.015657261,1.2338072,0.0
-4.800000000000002,-48.00000000000014,-19.733999999999984,40.11,95,4000,False,64000,1253,16,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-50-54,1581501054,28.88042140007019,572.5750765800476,47551,nvidia-gtc,10.142.0.61,572.5750765800476,64000,16,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.735153583617743,4.623122025427602,4.914975929232726,1.006634543513056,165760,64000,6425.106,13.88,22471.689,33.701,0.10000000149011612,9.999999747378752e-05,-0.016682295,-0.017583933,7.729025,0.07486363,0.008939117,1.2572802,0.0
-4.800000000000002,-48.00000000000014,-21.30199999999998,43.45,94,4000,False,68000,1347,17,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-51-23,1581501083,28.502244472503662,601.0773210525513,47551,nvidia-gtc,10.142.0.61,601.0773210525513,68000,17,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-7.396527777777771,4.6163555785463055,4.945506276073133,1.0048864364727976,175744,68000,6447.999,12.968,22276.48,33.377,0.10000000149011612,9.999999747378752e-05,-0.028652659,-0.029952897,8.26589,0.049153488,0.01291975,1.3380216,0.0
-4.800000000000002,-48.00000000000014,-21.03599999999998,41.35,98,4000,False,72000,1445,18,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-51-53,1581501113,30.084404706954956,631.1617257595062,47551,nvidia-gtc,10.142.0.61,631.1617257595062,72000,18,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-7.253793103448271,4.6085438434184445,4.989712561683298,1.005693145747982,186112,72000,6592.913,14.053,22378.259,33.505,0.10000000149011612,9.999999747378752e-05,0.051355284,0.050910454,8.205533,0.03795847,0.004366232,1.3445184,0.0
-5.000000000000002,-48.00000000000014,-21.027999999999988,39.65,100,4000,False,76000,1545,19,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-52-24,1581501144,30.687561988830566,661.8492877483368,47551,nvidia-gtc,10.142.0.61,661.8492877483368,76000,19,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-7.009333333333328,4.613296935975765,5.0409159602267755,1.0042896862296689,196736,76000,6676.89,14.347,22481.435,33.317,0.05000000074505806,9.999999747378752e-05,-0.031932022,-0.03225289,7.6760054,0.0640113,0.0062636836,1.3497485,0.0
-4.800000000000002,-48.00000000000014,-20.55599999999998,41.29,97,4000,False,80000,1642,20,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-52-53,1581501173,29.12897539138794,690.9782631397247,47551,nvidia-gtc,10.142.0.61,690.9782631397247,80000,20,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.968135593220334,4.602625831520938,5.066352010878344,1.0019280656457326,206848,80000,6724.466,14.394,22486.87,32.609,0.05000000074505806,9.999999747378752e-05,-0.03676485,-0.037399363,7.1868296,0.053663097,0.012546513,1.3484184,0.0
-4.800000000000002,-48.00000000000014,-18.89708737864076,39.067961165048544,103,4000,False,84000,1745,21,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-53-22,1581501202,28.773593425750732,719.7518565654755,47551,nvidia-gtc,10.142.0.61,719.7518565654755,84000,21,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.238461538461534,4.615771950093948,5.107947219809142,1.0025721485956178,216704,84000,6821.494,13.895,22508.086,33.035,0.05000000074505806,9.999999747378752e-05,-0.050325263,-0.05096086,7.261355,0.09504622,0.012566692,1.2911958,0.0
-4.800000000000002,-48.00000000000014,-20.373999999999988,39.31,96,4000,False,88000,1841,22,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-53-52,1581501232,30.260170936584473,750.0120275020599,47551,nvidia-gtc,10.142.0.61,750.0120275020599,88000,22,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.614935064935061,4.623974259862004,5.146904265958089,1.003002678289712,227328,88000,6861.852,14.609,22633.816,32.975,0.05000000074505806,9.999999747378752e-05,-0.0015029781,-0.0021317236,7.821301,0.06817696,0.012418453,1.3197423,0.0
-4.400000000000001,-48.00000000000014,-21.475247524752465,41.415841584158414,101,4000,False,92000,1942,23,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-54-22,1581501262,29.951576471328735,779.9636039733887,47551,nvidia-gtc,10.142.0.61,779.9636039733887,92000,23,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-7.019417475728149,4.620092761065023,5.178820608480388,1.0022916931130987,237824,92000,6861.787,14.54,22469.665,32.909,0.05000000074505806,9.999999747378752e-05,-0.044766378,-0.045394875,7.525655,0.059052248,0.012419484,1.3264713,0.0
-4.400000000000001,-48.00000000000014,-22.047999999999988,42.17,91,4000,False,96000,2033,24,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-54-53,1581501293,30.364415168762207,810.3280191421509,47551,nvidia-gtc,10.142.0.61,810.3280191421509,96000,24,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.847204968944094,4.625480363189578,5.18126540712058,1.0002139941079158,248576,96000,6906.493,14.023,22712.664,32.852,0.05000000074505806,9.999999747378752e-05,0.02026706,0.01963338,7.494584,0.080578335,0.012523602,1.3166503,0.0
-4.400000000000001,-48.00000000000014,-20.823999999999987,39.8,100,4000,False,100000,2133,25,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-55-23,1581501323,30.106770038604736,840.4347891807556,47551,nvidia-gtc,10.142.0.61,840.4347891807556,100000,25,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.610793650793647,4.624215190241108,5.204860509029313,1.0017661262924649,259072,100000,6859.529,14.588,22751.223,32.479,0.05000000074505806,9.999999747378752e-05,-0.01350811,-0.01423467,7.533873,0.0871771,0.014380528,1.3131528,0.0
-4.400000000000001,-48.00000000000014,-21.247999999999994,40.61,100,4000,False,104000,2233,26,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-55-54,1581501354,30.819923639297485,871.2547128200531,47551,nvidia-gtc,10.142.0.61,871.2547128200531,104000,26,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.724050632911388,4.628843566713798,5.223229151952392,1.0004029518636066,269952,104000,6875.072,14.704,22929.563,32.508,0.05000000074505806,9.999999747378752e-05,0.01543339,0.014807383,7.0718174,0.08834238,0.012378729,1.267655,0.0
-5.200000000000002,-48.00000000000014,-21.305999999999994,39.84,99,4000,False,108000,2332,27,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-56-24,1581501384,30.28808832168579,901.5428011417389,47551,nvidia-gtc,10.142.0.61,901.5428011417389,108000,27,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.637383177570089,4.630227975509726,5.235681246238495,0.9990478554466402,280704,108000,6876.722,14.605,23106.326,32.599,0.05000000074505806,9.999999747378752e-05,0.0018160315,0.0013636422,7.5065665,0.053252406,0.008897609,1.2256821,0.0
-5.200000000000002,-48.00000000000014,-22.567999999999984,43.55,91,4000,False,112000,2423,28,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-56-55,1581501415,30.28349494934082,931.8262960910797,47551,nvidia-gtc,10.142.0.61,931.8262960910797,112000,28,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-7.119242902208197,4.639251221331454,5.256882668664457,0.9989407235210878,291200,112000,6857.832,14.06,23145.676,32.758,0.05000000074505806,9.999999747378752e-05,0.013689857,0.012930481,7.158727,0.08069086,0.015044174,1.2431214,0.0
-4.800000000000002,-48.00000000000014,-19.499065420560743,37.691588785046726,107,4000,False,116000,2530,29,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-57-29,1581501449,34.188244581222534,966.0145406723022,47551,nvidia-gtc,10.142.0.61,966.0145406723022,116000,29,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.284337349397586,4.637289720397266,5.283412653035259,0.9986929267748348,301696,116000,6856.282,14.04,23497.117,32.918,0.05000000074505806,9.999999747378752e-05,0.072276324,0.071750894,7.491386,0.11318329,0.010358586,1.2064614,0.0
-4.400000000000001,-48.00000000000014,-17.64912280701753,35.771929824561404,114,4000,False,120000,2644,30,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-58-02,1581501482,33.28663659095764,999.3011772632599,47551,nvidia-gtc,10.142.0.61,999.3011772632599,120000,30,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-5.952662721893487,4.655582962182033,5.340558767463585,1.002436248257723,311808,120000,6983.96,14.096,23784.706,33.187,0.05000000074505806,9.999999747378752e-05,0.017191457,0.016829617,6.673132,0.11727967,0.007103339,1.2169635,0.0
-4.400000000000001,-48.00000000000014,-17.541592920353978,35.02654867256637,113,4000,False,124000,2757,31,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-58-34,1581501514,31.92445182800293,1031.2256290912628,47551,nvidia-gtc,10.142.0.61,1031.2256290912628,124000,31,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.1559006211180085,4.651525590582204,5.38582176878406,1.0051002580568604,322048,124000,7075.214,15.057,24006.925,33.579,0.05000000074505806,9.999999747378752e-05,0.01031169,0.009801169,6.819557,0.13756962,0.010073997,1.1395267,0.0
-4.400000000000001,-48.00000000000014,-20.23960396039603,39.28712871287129,101,4000,False,128000,2858,32,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-59-07,1581501547,32.29535531997681,1063.5209844112396,47551,nvidia-gtc,10.142.0.61,1063.5209844112396,128000,32,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.976791808873715,4.644817251187982,5.415610813505446,1.007402753272256,332544,128000,7181.152,14.451,24104.836,33.841,0.05000000074505806,9.999999747378752e-05,0.029849002,0.029490616,7.4324517,0.07810975,0.0070190155,1.2422353,0.0
-4.400000000000001,-48.00000000000014,-20.06666666666666,37.31428571428572,105,4000,False,132000,2963,33,cce30ba806ba4079bd2130649369ff9f,2020-02-12_09-59-40,1581501580,32.91903614997864,1096.4400205612183,47551,nvidia-gtc,10.142.0.61,1096.4400205612183,132000,33,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.625786163522007,4.658259773399805,5.441903877574623,1.0103899275460742,343424,132000,7239.69,14.464,24342.825,34.085,0.05000000074505806,9.999999747378752e-05,0.014258127,0.013745579,7.0384545,0.1214952,0.010110271,1.17605,0.0
-4.800000000000002,-48.00000000000014,-19.099099099099092,36.72072072072072,111,4000,False,136000,3074,34,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-00-11,1581501611,31.302825212478638,1127.742845773697,47551,nvidia-gtc,10.142.0.61,1127.742845773697,136000,34,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.091954022988502,4.658208152660113,5.471476067545407,1.0107049879737733,354048,136000,7265.649,15.14,24409.39,34.412,0.05000000074505806,9.999999747378752e-05,0.021148466,0.020448823,6.6850834,0.14163336,0.013859111,1.1553663,0.0
-4.800000000000002,-48.00000000000014,-18.59444444444443,37.101851851851855,108,4000,False,140000,3182,35,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-00-42,1581501642,30.938488721847534,1158.6813344955444,47551,nvidia-gtc,10.142.0.61,1158.6813344955444,140000,35,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-5.8719298245614,4.669122695294231,5.49958529832923,1.0134694578166843,364288,140000,7369.755,14.536,24388.679,34.878,0.05000000074505806,9.999999747378752e-05,-0.02033653,-0.020735946,7.100347,0.1299318,0.007846298,1.1169817,0.0
-5.000000000000002,-48.00000000000014,-19.653333333333325,37.285714285714285,105,4000,False,144000,3287,36,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-01-14,1581501674,31.38912534713745,1190.0704598426819,47551,nvidia-gtc,10.142.0.61,1190.0704598426819,144000,36,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.310703363914369,4.6638377620896545,5.517235737619766,1.0137882149192878,375040,144000,7397.877,14.782,24417.294,34.761,0.05000000074505806,9.999999747378752e-05,-0.037943617,-0.038504522,7.129131,0.08863907,0.011075563,1.1132376,0.0
-5.000000000000002,-38.80000000000001,-17.24833333333332,34.425,120,4000,False,148000,3407,37,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-01-45,1581501705,31.036898851394653,1221.1073586940765,47551,nvidia-gtc,10.142.0.61,1221.1073586940765,148000,37,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-5.594054054054051,4.677306770066047,5.559758417812591,1.0152585398761835,385280,148000,7506.751,15.597,24382.564,34.913,0.05000000074505806,9.999999747378752e-05,-0.0031318185,-0.0037408576,6.205909,0.19091937,0.012056544,1.1451888,0.0
-4.800000000000002,-48.00000000000014,-19.489523809523796,38.285714285714285,105,4000,False,152000,3512,38,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-02-16,1581501736,30.89280915260315,1252.0001678466797,47551,nvidia-gtc,10.142.0.61,1252.0001678466797,152000,38,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.415047021943568,4.676450704126722,5.5837445519330196,1.0174102666658102,395648,152000,7526.655,15.106,24424.108,34.832,0.05000000074505806,9.999999747378752e-05,0.015392656,0.014785845,6.71057,0.10215564,0.012002049,1.1638374,0.0
-4.800000000000002,-48.00000000000014,-20.365999999999982,40.11,97,4000,False,156000,3609,39,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-02-47,1581501767,31.37120485305786,1283.3713726997375,47551,nvidia-gtc,10.142.0.61,1283.3713726997375,156000,39,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.444936708860755,4.680263551588902,5.598022337918743,1.0181489331899753,406016,156000,7551.762,14.944,24117.146,34.959,0.05000000074505806,9.999999747378752e-05,0.0016302114,0.00065641344,8.165956,0.089657806,0.019312622,1.1435006,0.0
-4.400000000000001,-48.00000000000014,-19.545794392523348,38.018691588785046,107,4000,False,160000,3716,40,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-03-18,1581501798,30.712003707885742,1314.0833764076233,47551,nvidia-gtc,10.142.0.61,1314.0833764076233,160000,40,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.318429003021144,4.691308951551355,5.625681904030099,1.019919195558371,416512,160000,7512.338,15.586,23897.853,35.652,0.05000000074505806,9.999999747378752e-05,-0.02805573,-0.028653063,7.2023273,0.13629928,0.011802728,1.1002072,0.0
-4.800000000000002,-48.00000000000014,-18.769230769230766,37.47115384615385,104,4000,False,164000,3820,41,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-03-48,1581501828,29.59549069404602,1343.6788671016693,47551,nvidia-gtc,10.142.0.61,1343.6788671016693,164000,41,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.196825396825393,4.681338377598206,5.63740583443437,1.0188259107873525,426752,164000,7438.827,14.767,23739.628,35.333,0.05000000074505806,9.999999747378752e-05,-0.023709195,-0.024168966,6.808548,0.15984157,0.009059176,1.0886877,0.0
-4.400000000000001,-48.00000000000014,-20.797999999999984,41.32,97,4000,False,168000,3917,42,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-04-17,1581501857,29.333017826080322,1373.0118849277496,47551,nvidia-gtc,10.142.0.61,1373.0118849277496,168000,42,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.864026402640259,4.685602770525708,5.624472340577405,1.0182108249414785,436992,168000,7350.466,14.548,23532.128,35.082,0.05000000074505806,9.999999747378752e-05,-0.043191027,-0.04435508,7.109929,0.072091766,0.023138762,1.0219213,0.0
-4.400000000000001,-48.00000000000014,-20.515686274509793,39.833333333333336,102,4000,False,172000,4019,43,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-04-47,1581501887,29.868605136871338,1402.880490064621,47551,nvidia-gtc,10.142.0.61,1402.880490064621,172000,43,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.728617363344047,4.683763435088497,5.627442276641668,1.0172956936610646,447360,172000,7307.311,14.49,23270.333,34.887,0.07500000298023224,9.999999747378752e-05,-0.01214951,-0.013254686,7.2429748,0.1297572,0.014639083,1.0641869,0.0
-4.800000000000002,-48.00000000000014,-19.765999999999984,40.01,98,4000,False,176000,4117,44,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-05-17,1581501917,29.53908348083496,1432.419573545456,47551,nvidia-gtc,10.142.0.61,1432.419573545456,176000,44,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-6.65521885521885,4.677265470876969,5.623845947186864,1.0173771753029184,457600,176000,7315.975,14.496,23085.446,34.968,0.07500000298023224,9.999999747378752e-05,0.026498664,0.025982419,7.780809,0.13379472,0.0067795976,1.0658382,0.0
-4.800000000000002,-48.00000000000014,-23.69799999999998,46.03,89,4000,False,180000,4206,45,cce30ba806ba4079bd2130649369ff9f,2020-02-12_10-05-47,1581501947,29.677347898483276,1462.0969214439392,47551,nvidia-gtc,10.142.0.61,1462.0969214439392,180000,45,8,2cb5bbbc,0,-11.99999999999999,-2.1999999999999997,-7.694155844155839,4.6874208689567185,5.633990388672272,1.0170122655071299,467968,180000,7199.561,14.547,23075.782,34.949,0.07500000298023224,9.999999747378752e-05,-0.017240733,-0.01808933,7.411021,0.08931377,0.011215764,1.0243421,0.0
